contrast,estimate,SE,df,z.ratio,p.value
CRF_OFAV_33 - RR_OFAV_93,0.4733611877584178,0.29946632483559016,Inf,1.5806825292236033,0.9719639757206431
CRF_OFAV_34 - CRF_OFAV_35,-0.1588569878474523,0.21724402666352216,Inf,-0.7312375409681461,0.999996739579547
CRF_OFAV_34 - CRF_OFAV_36,-1.2824413661108434,0.1885496505605441,Inf,-6.801610940663324,1.2404507421237554e-9
CRF_OFAV_34 - CRF_OFAV_39,-0.3574475250681022,0.21457716659341664,Inf,-1.6658227468600981,0.955580087685804
CRF_OFAV_34 - CRF_OFAV_7,-0.4063403097741034,0.21408045854523783,Inf,-1.8980728672544334,0.8773625052966645
CRF_OFAV_34 - MML_OFAV_61,-0.24282534065587955,0.19960492677831976,Inf,-1.2165297950063134,0.9980580809939491
CRF_OFAV_34 - MML_OFAV_CLONE_2,-0.45079046587187066,0.17288518859031105,Inf,-2.607455673603807,0.3930458103532797
CRF_OFAV_34 - MML_OFAV_CLONE_3,-0.5292485963357031,0.18792841370294366,Inf,-2.816224464983142,0.2594304851193183
CRF_OFAV_34 - RR_OFAV_50,-0.16458545319499943,0.20273588325749747,Inf,-0.8118220146847773,0.9999867803240152
CRF_OFAV_34 - RR_OFAV_51,-0.15696074376783303,0.24236360125990664,Inf,-0.6476250680873115,0.999999382634543
CRF_OFAV_34 - RR_OFAV_52,-0.08171556358902873,0.24215939307996975,Inf,-0.3374453600568916,0.9999999999466442
CRF_OFAV_34 - RR_OFAV_93,-0.04373900176013987,0.26275518488951694,Inf,-0.1664629445030027,1
CRF_OFAV_35 - CRF_OFAV_36,-1.123584378263391,0.19887472273280524,Inf,-5.649709338742681,1.9079550326317474e-6
CRF_OFAV_35 - CRF_OFAV_39,-0.19859053722064984,0.22559408412796145,Inf,-0.8803002879632488,0.9999618766284413
CRF_OFAV_35 - CRF_OFAV_7,-0.2474833219266511,0.2239768085644508,Inf,-1.104950657672382,0.9993595677140632
CRF_OFAV_35 - MML_OFAV_61,-0.08396835280842722,0.20940649267467867,Inf,-0.4009825661846856,0.9999999993353303
